,source_singular,country,country_total,country_pct,source_singular,sub_event_type,sub_event_type_total,sub_event_type_pct
771,Eitb (Spanish),Spain_majority,46,1.0,Eitb (Spanish),Peaceful_protest_majority,32,0.6956521739130435
772,The Age (Australia),Australia_majority,18,1.0,The Age (Australia),Peaceful_protest_majority,12,0.6666666666666666
773,Hawaii News Now,United_States_majority,30,1.0,Hawaii News Now,Peaceful_protest_majority,24,0.8
774,Clicanoo,Reunion_majority,32,1.0,Clicanoo,Peaceful_protest_majority,30,0.9375
775,Imaz Press,Reunion_majority,50,1.0,Imaz Press,Peaceful_protest_majority,42,0.84
776,Daily Mirror (Sri Lanka),Sri_Lanka_majority,16,1.0,Daily Mirror (Sri Lanka),Peaceful_protest_majority,13,0.8125
777,SVT,Sweden_majority,21,0.9545454545454546,SVT,Peaceful_protest_majority,15,0.6818181818181818
778,KTVU Fox2,United_States_majority,24,1.0,KTVU Fox2,Peaceful_protest_majority,22,0.9166666666666666
779,Zarig.mn,Mongolia_majority,14,1.0,Zarig.mn,Peaceful_protest_majority,11,0.7857142857142857
780,To Pontiki,Greece_majority,165,1.0,To Pontiki,Peaceful_protest_majority,129,0.7818181818181819
781,SNES-FSU,France_majority,150,1.0,SNES-FSU,Peaceful_protest_majority,147,0.98
782,CISION,Portugal_majority,17,1.0,CISION,Peaceful_protest_majority,17,1.0
783,Jornal de Noticias,Portugal_majority,10,0.9090909090909091,Jornal de Noticias,Peaceful_protest_majority,11,1.0
784,Le Parisien,France_majority,87,1.0,Le Parisien,Peaceful_protest_majority,69,0.7931034482758621
785,Fox13 (Salt Lake City),United_States_majority,20,1.0,Fox13 (Salt Lake City),Peaceful_protest_majority,19,0.95
786,Secolo D'Italia,Italy_majority,77,1.0,Secolo D'Italia,Peaceful_protest_majority,69,0.8961038961038961
787,KXAN,United_States_majority,15,1.0,KXAN,Peaceful_protest_majority,14,0.9333333333333333
788,Fox5 San Diego,United_States_majority,32,1.0,Fox5 San Diego,Peaceful_protest_majority,32,1.0
789,News 10 (Medford),United_States_majority,14,1.0,News 10 (Medford),Peaceful_protest_majority,14,1.0
790,News Break,United_States_majority,11,1.0,News Break,Peaceful_protest_majority,11,1.0
791,Libertas,San_Marino_majority,15,0.8333333333333334,Libertas,Peaceful_protest_majority,14,0.7777777777777778
792,El Nuevo Dia (Colombia),Colombia_majority,23,1.0,El Nuevo Dia (Colombia),Peaceful_protest_majority,23,1.0
793,Channel 5 (Twin Cities),United_States_majority,16,1.0,Channel 5 (Twin Cities),Peaceful_protest_majority,14,0.875
794,Minnesota Public Radio,United_States_majority,10,1.0,Minnesota Public Radio,Peaceful_protest_majority,8,0.8
795,KPIX5,United_States_majority,30,1.0,KPIX5,Peaceful_protest_majority,26,0.8666666666666667
796,Patch,United_States_majority,24,1.0,Patch,Peaceful_protest_majority,21,0.875
797,Le Bien Public,France_majority,40,1.0,Le Bien Public,Peaceful_protest_majority,37,0.925
798,Stato Quotidiano,Italy_majority,31,1.0,Stato Quotidiano,Peaceful_protest_majority,30,0.967741935483871
799,Nessma,Tunisia_majority,37,0.9736842105263158,Nessma,Peaceful_protest_majority,32,0.8421052631578947
800,La Jornada,Mexico_majority,177,1.0,La Jornada,Peaceful_protest_majority,156,0.8813559322033898
801,El Vocero de Puerto Rico,Puerto_Rico_majority,14,1.0,El Vocero de Puerto Rico,Peaceful_protest_majority,12,0.8571428571428571
802,Naya Patrika,Nepal_majority,106,1.0,Naya Patrika,Peaceful_protest_majority,102,0.9622641509433962
803,Mi Hazank,Hungary_majority,11,1.0,Mi Hazank,Peaceful_protest_majority,11,1.0
804,Index.hu,Hungary_majority,16,1.0,Index.hu,Peaceful_protest_majority,13,0.8125
805,Committee for the Defence of Democracy,Poland_majority,30,1.0,Committee for the Defence of Democracy,Peaceful_protest_majority,30,1.0
806,Sintesis,Mexico_majority,88,1.0,Sintesis,Peaceful_protest_majority,84,0.9545454545454546
807,Turnul Sfatului,Romania_majority,11,1.0,Turnul Sfatului,Peaceful_protest_majority,8,0.7272727272727273
808,Agerpres,Romania_majority,132,1.0,Agerpres,Peaceful_protest_majority,116,0.8787878787878788
809,Kresy,Poland_majority,16,1.0,Kresy,Peaceful_protest_majority,15,0.9375
810,Scottish Daily Record,United_Kingdom_majority,15,1.0,Scottish Daily Record,Peaceful_protest_majority,9,0.6
811,Examiner (Launceston),Australia_majority,11,1.0,Examiner (Launceston),Peaceful_protest_majority,10,0.9090909090909091
812,Il Resto Del Carlino,Italy_majority,32,0.9696969696969697,Il Resto Del Carlino,Peaceful_protest_majority,33,1.0
813,Tiroler Tageszeitung,Austria_majority,20,0.9523809523809523,Tiroler Tageszeitung,Peaceful_protest_majority,18,0.8571428571428571
814,Mosaique FM,Tunisia_majority,86,1.0,Mosaique FM,Peaceful_protest_majority,65,0.7558139534883721
815,To Vima,Greece_majority,172,1.0,To Vima,Peaceful_protest_majority,127,0.7383720930232558
816,Republican (Springfield),United_States_majority,18,1.0,Republican (Springfield),Peaceful_protest_majority,17,0.9444444444444444
817,Q13 Fox,United_States_majority,13,1.0,Q13 Fox,Peaceful_protest_majority,13,1.0
818,Boston 25,United_States_majority,13,1.0,Boston 25,Peaceful_protest_majority,13,1.0
819,Gothamist,United_States_majority,11,1.0,Gothamist,Peaceful_protest_majority,9,0.8181818181818182
820,Quotidiano Di Puglia,Italy_majority,15,1.0,Quotidiano Di Puglia,Peaceful_protest_majority,15,1.0
821,Ekathimerini,Greece_majority,138,0.9387755102040817,Ekathimerini,Peaceful_protest_majority,94,0.6394557823129252
822,nncMX,Mexico_majority,21,1.0,nncMX,Peaceful_protest_majority,20,0.9523809523809523
823,KRON4,United_States_majority,13,1.0,KRON4,Peaceful_protest_majority,13,1.0
824,Channel 13 (Las Vegas),United_States_majority,17,1.0,Channel 13 (Las Vegas),Peaceful_protest_majority,17,1.0
825,ABC13 (Asheville),United_States_majority,17,1.0,ABC13 (Asheville),Peaceful_protest_majority,16,0.9411764705882353
826,DiarioVasco,Spain_majority,79,1.0,DiarioVasco,Peaceful_protest_majority,67,0.8481012658227848
827,Sputnik Lithuania,Lithuania_majority,16,0.9411764705882353,Sputnik Lithuania,Peaceful_protest_majority,16,0.9411764705882353
828,El Norte,Mexico_majority,136,1.0,El Norte,Peaceful_protest_majority,129,0.9485294117647058
829,El Correo (Spain),Spain_majority,23,1.0,El Correo (Spain),Peaceful_protest_majority,17,0.7391304347826086
830,Channel 3 (Hartford),United_States_majority,11,1.0,Channel 3 (Hartford),Peaceful_protest_majority,11,1.0
831,La Nacion (Paraguay),Paraguay_majority,107,0.981651376146789,La Nacion (Paraguay),Peaceful_protest_majority,100,0.9174311926605505
832,Ultima Hora,Paraguay_majority,143,0.9662162162162162,Ultima Hora,Peaceful_protest_majority,135,0.9121621621621622
833,Radiozurnal,Czech_Republic_majority,11,0.8461538461538461,Radiozurnal,Peaceful_protest_majority,12,0.9230769230769231
834,Post and Courier,United_States_majority,13,1.0,Post and Courier,Peaceful_protest_majority,12,0.9230769230769231
835,Die Tageszeitung,Germany_majority,18,1.0,Die Tageszeitung,Peaceful_protest_majority,12,0.6666666666666666
836,Fox8 (High Point),United_States_majority,10,1.0,Fox8 (High Point),Peaceful_protest_majority,9,0.9
837,El Comercial,Argentina_majority,52,0.9811320754716981,El Comercial,Peaceful_protest_majority,47,0.8867924528301887
838,Bt.dk,Denmark_majority,25,0.9615384615384616,Bt.dk,Peaceful_protest_majority,21,0.8076923076923077
839,TV2 Ostjylland,Denmark_majority,12,1.0,TV2 Ostjylland,Peaceful_protest_majority,9,0.75
840,RGA,Germany_majority,15,1.0,RGA,Peaceful_protest_majority,11,0.7333333333333333
841,Canarias7,Spain_majority,21,1.0,Canarias7,Peaceful_protest_majority,18,0.8571428571428571
842,Catania Today,Italy_majority,33,1.0,Catania Today,Peaceful_protest_majority,33,1.0
843,Brooklyn Paper,United_States_majority,13,1.0,Brooklyn Paper,Peaceful_protest_majority,13,1.0
844,Detay,Cyprus_majority,49,1.0,Detay,Peaceful_protest_majority,44,0.8979591836734694
845,Il Corriere Della Sera,Italy_majority,28,1.0,Il Corriere Della Sera,Peaceful_protest_majority,26,0.9285714285714286
846,PSL Bay Area,United_States_majority,11,1.0,PSL Bay Area,Peaceful_protest_majority,11,1.0
847,Itoim.mn,Mongolia_majority,12,0.8571428571428571,Itoim.mn,Peaceful_protest_majority,11,0.7857142857142857
848,California Globe,United_States_majority,12,1.0,California Globe,Peaceful_protest_majority,12,1.0
849,Il Gazzettino,Italy_majority,15,1.0,Il Gazzettino,Peaceful_protest_majority,13,0.8666666666666667
850,El Pitazo,Venezuela_majority,273,1.0,El Pitazo,Peaceful_protest_majority,235,0.8608058608058609
851,The Argus,United_Kingdom_majority,29,1.0,The Argus,Peaceful_protest_majority,22,0.7586206896551724
852,Wicked Local,United_States_majority,10,1.0,Wicked Local,Peaceful_protest_majority,10,1.0
853,CBS13 (Maine),United_States_majority,16,1.0,CBS13 (Maine),Peaceful_protest_majority,15,0.9375
854,As Sabah,Tunisia_majority,54,1.0,As Sabah,Peaceful_protest_majority,52,0.9629629629629629
855,Lidove Noviny,Czech_Republic_majority,14,1.0,Lidove Noviny,Peaceful_protest_majority,12,0.8571428571428571
856,Agadir24,Morocco_majority,14,1.0,Agadir24,Peaceful_protest_majority,9,0.6428571428571429
857,RTCG,Montenegro_majority,11,1.0,RTCG,Peaceful_protest_majority,7,0.6363636363636364
858,Mallorca Diario,Spain_majority,12,1.0,Mallorca Diario,Peaceful_protest_majority,11,0.9166666666666666
859,La Provincia,Spain_majority,15,1.0,La Provincia,Peaceful_protest_majority,14,0.9333333333333333
860,La Capital (Argentina),Argentina_majority,89,1.0,La Capital (Argentina),Peaceful_protest_majority,84,0.9438202247191011
861,Achkayen,Morocco_majority,38,0.9743589743589743,Achkayen,Peaceful_protest_majority,34,0.8717948717948718
862,Akhbarona,Morocco_majority,38,1.0,Akhbarona,Peaceful_protest_majority,29,0.7631578947368421
863,Caucasian Knot,Russia_majority,35,0.7142857142857143,Caucasian Knot,Peaceful_protest_majority,40,0.8163265306122449
864,La Voz Digital - Cadiz,Spain_majority,44,1.0,La Voz Digital - Cadiz,Peaceful_protest_majority,38,0.8636363636363636
865,Primorske,Slovenia_majority,11,1.0,Primorske,Peaceful_protest_majority,10,0.9090909090909091
866,El Periodico (Spain),Spain_majority,25,1.0,El Periodico (Spain),Peaceful_protest_majority,20,0.8
867,Gold Coast Bulletin,Australia_majority,12,1.0,Gold Coast Bulletin,Peaceful_protest_majority,10,0.8333333333333334
868,Ada Derana,Sri_Lanka_majority,21,1.0,Ada Derana,Peaceful_protest_majority,18,0.8571428571428571
869,Rustavi 2,Georgia_majority,47,1.0,Rustavi 2,Peaceful_protest_majority,45,0.9574468085106383
870,Cape Argus,South_Africa_majority,21,1.0,Cape Argus,Peaceful_protest_majority,17,0.8095238095238095
871,Lrytas,Lithuania_majority,23,0.9583333333333334,Lrytas,Peaceful_protest_majority,20,0.8333333333333334
872,Blast Khabar,Nepal_majority,16,1.0,Blast Khabar,Peaceful_protest_majority,11,0.6875
873,Diario 2001,Venezuela_majority,13,1.0,Diario 2001,Peaceful_protest_majority,11,0.8461538461538461
874,Ahdath,Morocco_majority,29,1.0,Ahdath,Peaceful_protest_majority,19,0.6551724137931034
875,UNITE HERE Local 11,United_States_majority,10,1.0,UNITE HERE Local 11,Peaceful_protest_majority,10,1.0
876,Le Site Info,Morocco_majority,25,1.0,Le Site Info,Peaceful_protest_majority,22,0.88
877,net.hr,Croatia_majority,29,1.0,net.hr,Peaceful_protest_majority,29,1.0
878,Walla!News,Israel_majority,37,1.0,Walla!News,Peaceful_protest_majority,35,0.9459459459459459
879,Berlin Online,Germany_majority,61,1.0,Berlin Online,Peaceful_protest_majority,47,0.7704918032786885
880,Monaco Matin,France_majority,9,0.9,Monaco Matin,Peaceful_protest_majority,7,0.7
881,Corriere Del Veneto,Italy_majority,69,1.0,Corriere Del Veneto,Peaceful_protest_majority,69,1.0
882,East Mojo,India_majority,14,1.0,East Mojo,Peaceful_protest_majority,11,0.7857142857142857
883,La Cerca,Spain_majority,29,1.0,La Cerca,Peaceful_protest_majority,29,1.0
884,Giornale Di Sicilia,Italy_majority,13,1.0,Giornale Di Sicilia,Peaceful_protest_majority,13,1.0
885,Basilicata24,Italy_majority,15,1.0,Basilicata24,Peaceful_protest_majority,10,0.6666666666666666
886,Delfi - Latvian News,Latvia_majority,18,0.9473684210526315,Delfi - Latvian News,Peaceful_protest_majority,17,0.8947368421052632
887,KoSSev,Kosovo_majority,12,0.9230769230769231,KoSSev,Peaceful_protest_majority,12,0.9230769230769231
888,SEIU Local 521,United_States_majority,11,1.0,SEIU Local 521,Peaceful_protest_majority,11,1.0
889,El Cordillerano,Argentina_majority,69,1.0,El Cordillerano,Peaceful_protest_majority,66,0.9565217391304348
890,O Liberal,Brazil_majority,34,1.0,O Liberal,Peaceful_protest_majority,30,0.8823529411764706
891,Den Haag FM,Netherlands_majority,13,1.0,Den Haag FM,Peaceful_protest_majority,12,0.9230769230769231
892,Pratidin Time,India_majority,11,1.0,Pratidin Time,Peaceful_protest_majority,9,0.8181818181818182
893,Kaktus Media,Kyrgyzstan_majority,12,0.9230769230769231,Kaktus Media,Peaceful_protest_majority,11,0.8461538461538461
894,Apollo.lv,Latvia_majority,10,1.0,Apollo.lv,Peaceful_protest_majority,8,0.8
895,Neatkariga Rita Avize,Latvia_majority,10,1.0,Neatkariga Rita Avize,Peaceful_protest_majority,8,0.8
896,24 Channel,Ukraine_majority,91,1.0,24 Channel,Peaceful_protest_majority,80,0.8791208791208791
897,National Corps,Ukraine_majority,20,1.0,National Corps,Peaceful_protest_majority,19,0.95
898,Novoye Vremya Ukraine,Ukraine_majority,103,1.0,Novoye Vremya Ukraine,Peaceful_protest_majority,89,0.8640776699029126
899,Andalucia Informacion,Spain_majority,28,1.0,Andalucia Informacion,Peaceful_protest_majority,27,0.9642857142857143
900,Antigua Observer,Antigua_and_Barbuda_majority,13,0.8666666666666667,Antigua Observer,Peaceful_protest_majority,10,0.6666666666666666
901,El Correo Digital,Spain_majority,44,1.0,El Correo Digital,Peaceful_protest_majority,32,0.7272727272727273
902,Paris Normandie,France_majority,39,1.0,Paris Normandie,Peaceful_protest_majority,39,1.0
903,Rimini Today,Italy_majority,25,1.0,Rimini Today,Peaceful_protest_majority,24,0.96
904,24 Heures,Switzerland_majority,11,0.7333333333333333,24 Heures,Peaceful_protest_majority,15,1.0
905,Chouf TV,Morocco_majority,13,1.0,Chouf TV,Peaceful_protest_majority,12,0.9230769230769231
906,Haravgi,Cyprus_majority,11,1.0,Haravgi,Peaceful_protest_majority,11,1.0
907,COCAP-Nepal Monitor,Nepal_majority,495,1.0,COCAP-Nepal Monitor,Peaceful_protest_majority,348,0.703030303030303
908,Himalayan Times,Nepal_majority,78,1.0,Himalayan Times,Peaceful_protest_majority,65,0.8333333333333334
909,El Diario (Ecuador),Ecuador_majority,12,1.0,El Diario (Ecuador),Peaceful_protest_majority,12,1.0
910,TV3,Lithuania_majority,12,1.0,TV3,Peaceful_protest_majority,9,0.75
911,Sky TG24,Italy_majority,10,1.0,Sky TG24,Peaceful_protest_majority,7,0.7
912,JutarnjiLIST Online,Croatia_majority,24,1.0,JutarnjiLIST Online,Peaceful_protest_majority,24,1.0
913,Tayga.Info,Russia_majority,24,1.0,Tayga.Info,Peaceful_protest_majority,23,0.9583333333333334
914,Irish Independent,Ireland_majority,19,1.0,Irish Independent,Peaceful_protest_majority,16,0.8421052631578947
915,La Opinion A Coruna,Spain_majority,24,1.0,La Opinion A Coruna,Peaceful_protest_majority,24,1.0
916,N1TV Online,Serbia_majority,66,0.7951807228915663,N1TV Online,Peaceful_protest_majority,78,0.9397590361445783
917,La Patria,Colombia_majority,23,0.8846153846153846,La Patria,Peaceful_protest_majority,21,0.8076923076923077
918,La Tribuna Di Treviso,Italy_majority,34,1.0,La Tribuna Di Treviso,Peaceful_protest_majority,32,0.9411764705882353
919,Qui Como,Italy_majority,63,1.0,Qui Como,Peaceful_protest_majority,62,0.9841269841269841
920,Vanguardia Liberal,Colombia_majority,45,1.0,Vanguardia Liberal,Peaceful_protest_majority,30,0.6666666666666666
921,Ohtuleht,Estonia_majority,12,0.9230769230769231,Ohtuleht,Peaceful_protest_majority,12,0.9230769230769231
922,Giornale Di Brescia,Italy_majority,42,1.0,Giornale Di Brescia,Peaceful_protest_majority,35,0.8333333333333334
923,Star Tribune (Minneapolis),United_States_majority,12,1.0,Star Tribune (Minneapolis),Peaceful_protest_majority,12,1.0
924,Berlingske,Denmark_majority,14,1.0,Berlingske,Peaceful_protest_majority,9,0.6428571428571429
925,El Espectador,Colombia_majority,47,1.0,El Espectador,Peaceful_protest_majority,31,0.6595744680851063
926,El Universal (Colombia),Colombia_majority,59,1.0,El Universal (Colombia),Peaceful_protest_majority,48,0.8135593220338984
927,Observador,Portugal_majority,11,1.0,Observador,Peaceful_protest_majority,11,1.0
928,La Provincia Di Como,Italy_majority,13,1.0,La Provincia Di Como,Peaceful_protest_majority,13,1.0
929,Diario do Nordeste,Brazil_majority,28,1.0,Diario do Nordeste,Peaceful_protest_majority,23,0.8214285714285714
930,La Estrella Concepcion,Chile_majority,59,1.0,La Estrella Concepcion,Peaceful_protest_majority,43,0.7288135593220338
931,La Estrella Arica,Chile_majority,23,1.0,La Estrella Arica,Peaceful_protest_majority,20,0.8695652173913043
932,Stop Corruption,Ukraine_majority,23,1.0,Stop Corruption,Peaceful_protest_majority,17,0.7391304347826086
933,Delfi - Lithuanian News,Lithuania_majority,16,1.0,Delfi - Lithuanian News,Peaceful_protest_majority,14,0.875
934,Corriere Fiorentino,Italy_majority,10,1.0,Corriere Fiorentino,Peaceful_protest_majority,9,0.9
935,Pretoria News,South_Africa_majority,10,1.0,Pretoria News,Peaceful_protest_majority,8,0.8
936,Fox5 (Las Vegas),United_States_majority,25,1.0,Fox5 (Las Vegas),Peaceful_protest_majority,24,0.96
937,Dagblad Van Het Noorden,Netherlands_majority,11,1.0,Dagblad Van Het Noorden,Peaceful_protest_majority,7,0.6363636363636364
938,Reggio 2000,Italy_majority,10,1.0,Reggio 2000,Peaceful_protest_majority,10,1.0
939,Brescia Today,Italy_majority,13,1.0,Brescia Today,Peaceful_protest_majority,11,0.8461538461538461
940,RTV Utrecht,Netherlands_majority,22,1.0,RTV Utrecht,Peaceful_protest_majority,14,0.6363636363636364
941,Delfi - Estonian News,Estonia_majority,11,1.0,Delfi - Estonian News,Peaceful_protest_majority,10,0.9090909090909091
942,CN24,Italy_majority,83,1.0,CN24,Peaceful_protest_majority,82,0.9879518072289156
943,24ur,Slovenia_majority,14,1.0,24ur,Peaceful_protest_majority,12,0.8571428571428571
944,Lecce Prima,Italy_majority,33,1.0,Lecce Prima,Peaceful_protest_majority,32,0.9696969696969697
945,Perugia Today,Italy_majority,10,1.0,Perugia Today,Peaceful_protest_majority,10,1.0
946,Don't Break Article 9! Executive Committee,Japan_majority,12,1.0,Don't Break Article 9! Executive Committee,Peaceful_protest_majority,12,1.0
947,New Times (Kazakhstan),Kazakhstan_majority,13,1.0,New Times (Kazakhstan),Peaceful_protest_majority,9,0.6923076923076923
948,CBS8 (San Diego),United_States_majority,11,1.0,CBS8 (San Diego),Peaceful_protest_majority,11,1.0
949,Rtvslo,Slovenia_majority,49,1.0,Rtvslo,Peaceful_protest_majority,46,0.9387755102040817
950,Vecer,Slovenia_majority,11,1.0,Vecer,Peaceful_protest_majority,11,1.0
951,Hans India,India_majority,140,1.0,Hans India,Peaceful_protest_majority,126,0.9
952,Local 4 (Detroit),United_States_majority,18,1.0,Local 4 (Detroit),Peaceful_protest_majority,16,0.8888888888888888
953,La Provincia Di Cremona,Italy_majority,38,1.0,La Provincia Di Cremona,Peaceful_protest_majority,37,0.9736842105263158
954,Liberte (Algeria),Algeria_majority,107,0.9907407407407407,Liberte (Algeria),Peaceful_protest_majority,103,0.9537037037037037
955,24sata.hr,Croatia_majority,10,1.0,24sata.hr,Peaceful_protest_majority,10,1.0
956,Lanka Views,Sri_Lanka_majority,12,1.0,Lanka Views,Peaceful_protest_majority,10,0.8333333333333334
957,South Asia Terrorism Portal,Sri_Lanka_majority,10,0.9090909090909091,South Asia Terrorism Portal,Peaceful_protest_majority,10,0.9090909090909091
958,Channel 2 (Atlanta),United_States_majority,18,1.0,Channel 2 (Atlanta),Peaceful_protest_majority,18,1.0
959,Glas Istre,Croatia_majority,16,1.0,Glas Istre,Peaceful_protest_majority,16,1.0
960,News12 (New Jersey),United_States_majority,14,1.0,News12 (New Jersey),Peaceful_protest_majority,14,1.0
961,Staten Island Advance,United_States_majority,15,1.0,Staten Island Advance,Peaceful_protest_majority,15,1.0
962,MediaZone,Russia_majority,17,1.0,MediaZone,Protest_with_intervention_majority,13,0.7647058823529411
963,Diario Digital De Ceuta,Spain_majority,10,1.0,Diario Digital De Ceuta,Peaceful_protest_majority,10,1.0
964,Tamil Guardian,Sri_Lanka_majority,38,1.0,Tamil Guardian,Peaceful_protest_majority,33,0.868421052631579
965,Le Nouvelliste Switzerland,Switzerland_majority,26,1.0,Le Nouvelliste Switzerland,Peaceful_protest_majority,20,0.7692307692307693
966,Manchester Evening News,United_Kingdom_majority,14,1.0,Manchester Evening News,Peaceful_protest_majority,12,0.8571428571428571
967,Corriere Di Como,Italy_majority,100,1.0,Corriere Di Como,Peaceful_protest_majority,89,0.89
968,Colombo Page,Sri_Lanka_majority,16,1.0,Colombo Page,Peaceful_protest_majority,12,0.75
969,Iranian Student News Agency,Iran_majority,23,1.0,Iranian Student News Agency,Change_to_group_activity_majority,18,0.782608695652174
970,Infolibre,Spain_majority,37,1.0,Infolibre,Peaceful_protest_majority,37,1.0
971,Midiamax,Brazil_majority,27,1.0,Midiamax,Peaceful_protest_majority,25,0.9259259259259259
972,Bulgarian News Agency,Bulgaria_majority,29,1.0,Bulgarian News Agency,Peaceful_protest_majority,29,1.0
973,24 Chasa,Bulgaria_majority,15,1.0,24 Chasa,Peaceful_protest_majority,13,0.8666666666666667
974,Nador City,Morocco_majority,16,1.0,Nador City,Peaceful_protest_majority,13,0.8125
975,Novara Today,Italy_majority,22,1.0,Novara Today,Peaceful_protest_majority,22,1.0
976,Voce Di Mantova,Italy_majority,23,1.0,Voce Di Mantova,Peaceful_protest_majority,21,0.9130434782608695
977,Macedonian Information Agency,North_Macedonia_majority,35,1.0,Macedonian Information Agency,Peaceful_protest_majority,33,0.9428571428571428
978,CBS19 (Cleveland),United_States_majority,14,1.0,CBS19 (Cleveland),Peaceful_protest_majority,14,1.0
979,Cronaca Flegrea,Italy_majority,13,1.0,Cronaca Flegrea,Peaceful_protest_majority,12,0.9230769230769231
980,061.ua,Ukraine_majority,10,1.0,061.ua,Peaceful_protest_majority,8,0.8
981,Focus,Ukraine_majority,38,1.0,Focus,Peaceful_protest_majority,27,0.7105263157894737
982,UA:Pershiy,Ukraine_majority,46,1.0,UA:Pershiy,Peaceful_protest_majority,41,0.8913043478260869
983,Interfax,Russia_majority,11,0.7333333333333333,Interfax,Peaceful_protest_majority,10,0.6666666666666666
984,Nation (Pakistan),Pakistan_majority,14,1.0,Nation (Pakistan),Peaceful_protest_majority,13,0.9285714285714286
985,Davis Vanguard,United_States_majority,14,1.0,Davis Vanguard,Peaceful_protest_majority,14,1.0
986,Gyeongnam Ilbo,South_Korea_majority,22,1.0,Gyeongnam Ilbo,Peaceful_protest_majority,22,1.0
987,San Gabriel Valley Tribune,United_States_majority,13,1.0,San Gabriel Valley Tribune,Peaceful_protest_majority,13,1.0
988,Mesager,Moldova_majority,12,1.0,Mesager,Peaceful_protest_majority,11,0.9166666666666666
989,IPN,Moldova_majority,12,1.0,IPN,Peaceful_protest_majority,10,0.8333333333333334
990,EuropaSur,Spain_majority,28,1.0,EuropaSur,Peaceful_protest_majority,27,0.9642857142857143
991,Channel 3 (Las Vegas),United_States_majority,10,1.0,Channel 3 (Las Vegas),Peaceful_protest_majority,10,1.0
992,La Estrella del Loa,Chile_majority,23,1.0,La Estrella del Loa,Peaceful_protest_majority,17,0.7391304347826086
993,Total Slovenia News,Slovenia_majority,15,1.0,Total Slovenia News,Peaceful_protest_majority,13,0.8666666666666667
994,3TV (Phoenix),United_States_majority,12,1.0,3TV (Phoenix),Peaceful_protest_majority,12,1.0
995,Pittsburgh City Paper,United_States_majority,10,1.0,Pittsburgh City Paper,Peaceful_protest_majority,10,1.0
996,Jornal do Commercio,Brazil_majority,77,1.0,Jornal do Commercio,Peaceful_protest_majority,70,0.9090909090909091
997,E-Consulta,Mexico_majority,26,1.0,E-Consulta,Peaceful_protest_majority,20,0.7692307692307693
998,News International (Pakistan),Pakistan_majority,111,1.0,News International (Pakistan),Peaceful_protest_majority,104,0.9369369369369369
999,Kosovo Online,Kosovo_majority,13,1.0,Kosovo Online,Peaceful_protest_majority,12,0.9230769230769231
1000,KCRG-TV9,United_States_majority,10,1.0,KCRG-TV9,Peaceful_protest_majority,10,1.0
1001,La Prensa de Monclova,Mexico_majority,36,1.0,La Prensa de Monclova,Peaceful_protest_majority,33,0.9166666666666666
1002,Il Messaggero Veneto,Italy_majority,31,1.0,Il Messaggero Veneto,Peaceful_protest_majority,29,0.9354838709677419
1003,RTP,Portugal_majority,16,1.0,RTP,Peaceful_protest_majority,16,1.0
1004,El Civismo,Argentina_majority,16,1.0,El Civismo,Peaceful_protest_majority,15,0.9375
1005,KSBY6,United_States_majority,16,1.0,KSBY6,Peaceful_protest_majority,16,1.0
1006,CGTP: Confederacao Geral dos Trabalhadores Portugueses,Portugal_majority,16,1.0,CGTP: Confederacao Geral dos Trabalhadores Portugueses,Peaceful_protest_majority,16,1.0
1007,A1+,Armenia_majority,13,1.0,A1+,Peaceful_protest_majority,11,0.8461538461538461
1008,Santa Clarita Valley Signal,United_States_majority,13,1.0,Santa Clarita Valley Signal,Peaceful_protest_majority,13,1.0
1009,Telegram & Gazette,United_States_majority,17,1.0,Telegram & Gazette,Peaceful_protest_majority,17,1.0
1010,Spectrum News NY1,United_States_majority,20,1.0,Spectrum News NY1,Peaceful_protest_majority,19,0.95
1011,Javanehha,Iran_majority,15,1.0,Javanehha,Peaceful_protest_majority,15,1.0
1012,The Stand News,China_majority,44,1.0,The Stand News,Peaceful_protest_majority,35,0.7954545454545454
1013,Lecco Notizie,Italy_majority,23,1.0,Lecco Notizie,Peaceful_protest_majority,23,1.0
1014,Spokesman Review,United_States_majority,10,1.0,Spokesman Review,Peaceful_protest_majority,8,0.8
1015,Fox17 (Grand Rapids),United_States_majority,14,1.0,Fox17 (Grand Rapids),Peaceful_protest_majority,13,0.9285714285714286
1016,Bergamo News,Italy_majority,32,1.0,Bergamo News,Peaceful_protest_majority,31,0.96875
1017,Gazzetta Della Spezia,Italy_majority,18,1.0,Gazzetta Della Spezia,Peaceful_protest_majority,18,1.0
1018,El Khabar (Algeria),Algeria_majority,31,0.96875,El Khabar (Algeria),Peaceful_protest_majority,31,0.96875
1019,El Diario de Carlos Paz,Argentina_majority,53,1.0,El Diario de Carlos Paz,Peaceful_protest_majority,51,0.9622641509433962
1020,Catamarca Actual,Argentina_majority,60,1.0,Catamarca Actual,Peaceful_protest_majority,55,0.9166666666666666
1021,El Libertador,Argentina_majority,37,1.0,El Libertador,Peaceful_protest_majority,37,1.0
1022,Ziarul de Garda,Moldova_majority,13,1.0,Ziarul de Garda,Peaceful_protest_majority,11,0.8461538461538461
1023,Newsmaker.md,Moldova_majority,36,1.0,Newsmaker.md,Peaceful_protest_majority,34,0.9444444444444444
1024,Nokta.md,Moldova_majority,10,1.0,Nokta.md,Peaceful_protest_majority,8,0.8
