,source_singular_main,source_singular,country,country_total,country_pct,source_singular,sub_event_type,sub_event_type_total,sub_event_type_pct
3220,Capital Radio Malawi,Capital Radio Malawi,Malawi_majority,3.0,1.0,,,,
3221,Makfax,Makfax,North_Macedonia_majority,8.0,1.0,Makfax,Peaceful_protest_majority,7.0,0.875
3222,Political Research Associates,Political Research Associates,United_States_majority,24.0,1.0,Political Research Associates,Peaceful_protest_majority,20.0,0.8333333333333334
3223,Osservatorio Repressione,Osservatorio Repressione,Italy_majority,9.0,1.0,,,,
3224,Daily Bhaskar,,,,,,,,
3225,OpIndia,OpIndia,India_majority,7.0,1.0,OpIndia,Mob_violence_majority,7.0,1.0
3226,Republique Togolaise,Republique Togolaise,Togo_majority,5.0,1.0,,,,
3227,Togo Top News,Togo Top News,Togo_majority,8.0,1.0,,,,
3228,Irish News (Northern Ireland),,,,,Irish News (Northern Ireland),Peaceful_protest_majority,4.0,0.8
3229,Namibia Press Agency,,,,,,,,
3230,Ruvesi,,,,,,,,
3231,Arezzo24.net,,,,,,,,
3232,Arif News,,,,,,,,
3233,Daily Orange,,,,,,,,
3234,Fosters Daily Democrat,Fosters Daily Democrat,United_States_majority,5.0,1.0,Fosters Daily Democrat,Peaceful_protest_majority,5.0,1.0
3235,Correo del Caroni,Correo del Caroni,Venezuela_majority,4.0,1.0,,,,
3236,Grenzecho,Grenzecho,Belgium_majority,4.0,1.0,,,,
3237,Como Zero,,,,,,,,
3238,AVS,AVS,Belgium_majority,4.0,1.0,,,,
3239,El Tiempo (Venezuela),El Tiempo (Venezuela),Venezuela_majority,6.0,1.0,El Tiempo (Venezuela),Peaceful_protest_majority,5.0,0.8333333333333334
3240,KPAX 8,,,,,,,,
3241,Il Faro,Il Faro,Italy_majority,3.0,1.0,,,,
3242,Live Sicilia,Live Sicilia,Italy_majority,15.0,1.0,Live Sicilia,Peaceful_protest_majority,13.0,0.8666666666666667
3243,Demokrat Haber,Demokrat Haber,Turkey_majority,15.0,1.0,,,,
3244,Le Quotidien d'Oran,Le Quotidien d'Oran,Algeria_majority,12.0,1.0,Le Quotidien d'Oran,Peaceful_protest_majority,11.0,0.9166666666666666
3245,Tanja News,Tanja News,Morocco_majority,3.0,1.0,,,,
3246,El Liberal,El Liberal,Argentina_majority,26.0,1.0,El Liberal,Peaceful_protest_majority,23.0,0.8846153846153846
3247,Infobae,,,,,,,,
3248,RCN Radio,,,,,,,,
3249,Fight For 15,Fight For 15,United_States_majority,8.0,1.0,Fight For 15,Peaceful_protest_majority,8.0,1.0
3250,UE News,,,,,,,,
3251,La Gazzetta Della Val D'Agri,La Gazzetta Della Val D'Agri,Italy_majority,7.0,1.0,La Gazzetta Della Val D'Agri,Peaceful_protest_majority,7.0,1.0
3252,Al Ahad TV,Al Ahad TV,Iraq_majority,7.0,1.0,Al Ahad TV,Peaceful_protest_majority,6.0,0.8571428571428571
3253,Carta Capital,,,,,,,,
3254,Duraz Mirror,Duraz Mirror,Bahrain_majority,5.0,1.0,Duraz Mirror,Peaceful_protest_majority,5.0,1.0
3255,Tane Tanae,Tane Tanae,Venezuela_majority,3.0,1.0,,,,
3256,AFSCME Florida,,,,,,,,
3257,Times of Israel,Times of Israel,Israel_majority,129.0,0.9626865671641791,,,,
3258,I Giornali Di Sicilia,,,,,,,,
3259,Metro Gdl,Metro Gdl,Mexico_majority,3.0,1.0,,,,
3260,Agenda.ge,Agenda.ge,Georgia_majority,7.0,1.0,,,,
3261,Tatoli,Tatoli,East_Timor_majority,4.0,1.0,,,,
3262,Radio Tamazuj,,,,,,,,
3263,Twic Media Reports,,,,,,,,
3264,CNBC,,,,,,,,
3265,Giornalettismo,Giornalettismo,Italy_majority,5.0,1.0,,,,
3266,Al Wafa,Al Wafa,Bahrain_majority,14.0,1.0,Al Wafa,Peaceful_protest_majority,14.0,1.0
3267,Radio Iowa,,,,,,,,
3268,CBS3 (Philadelphia),CBS3 (Philadelphia),United_States_majority,16.0,1.0,CBS3 (Philadelphia),Peaceful_protest_majority,16.0,1.0
3269,Demokraatti,,,,,,,,
3270,A-group,,,,,,,,
3271,Dagbladet,,,,,,,,
3272,Gorenjski Glas,,,,,,,,
3273,Grivna,,,,,,,,
3274,Deseret News,Deseret News,United_States_majority,8.0,1.0,Deseret News,Peaceful_protest_majority,8.0,1.0
3275,My Edmonds News,,,,,,,,
3276,Sonoma Index-Tribune,Sonoma Index-Tribune,United_States_majority,4.0,1.0,,,,
3277,Corriere Di Ragusa,Corriere Di Ragusa,Italy_majority,7.0,1.0,Corriere Di Ragusa,Peaceful_protest_majority,7.0,1.0
3278,Ekstra Bladet,Ekstra Bladet,Denmark_majority,21.0,1.0,,,,
3279,WYSO,,,,,,,,
3280,HotNews.ro,HotNews.ro,Romania_majority,4.0,1.0,,,,
3281,Kherson TV,,,,,,,,
3282,Fox29,Fox29,United_States_majority,14.0,1.0,Fox29,Peaceful_protest_majority,12.0,0.8571428571428571
3283,112 Achterhoek-Nieuws,,,,,,,,
3284,Al Ghad (Jordan),Al Ghad (Jordan),Jordan_majority,12.0,0.9230769230769231,,,,
3285,Lokalavisen,,,,,,,,
3286,10/11 Now,10/11 Now,United_States_majority,4.0,1.0,,,,
3287,Sahara Media,,,,,,,,
3288,Caserta 24ore,Caserta 24ore,Italy_majority,13.0,1.0,Caserta 24ore,Peaceful_protest_majority,12.0,0.9230769230769231
3289,Al Markaziah,,,,,,,,
3290,Wlkp24.info,,,,,,,,
3291,Malaysiakini,Malaysiakini,Malaysia_majority,4.0,1.0,,,,
3292,SOS Medias,,,,,,,,
3293,Sanabis Media,,,,,,,,
3294,Public News Service,,,,,,,,
3295,Leader-Telegram,,,,,,,,
3296,Deschide,Deschide,Moldova_majority,25.0,1.0,Deschide,Peaceful_protest_majority,21.0,0.84
3297,Echo 24,,,,,,,,
3298,La Prensa (Panama),La Prensa (Panama),Panama_majority,26.0,1.0,La Prensa (Panama),Peaceful_protest_majority,22.0,0.8461538461538461
3299,T13,,,,,,,,
3300,AhlulBayt News Agency,AhlulBayt News Agency,Bahrain_majority,16.0,1.0,AhlulBayt News Agency,Peaceful_protest_majority,15.0,0.9375
3301,UNEF,,,,,,,,
3302,USA Today,USA Today,United_States_majority,25.0,1.0,,,,
3303,Il Martino,,,,,,,,
3304,Arhus Stiftstidende,Arhus Stiftstidende,Denmark_majority,3.0,1.0,,,,
3305,NBC3,NBC3,United_States_majority,6.0,1.0,NBC3,Peaceful_protest_majority,6.0,1.0
3306,Pipe Dream,,,,,,,,
3307,Argonaut,Argonaut,United_States_majority,20.0,1.0,Argonaut,Peaceful_protest_majority,20.0,1.0
3308,Daily Evergreen,,,,,,,,
3309,Lo-Down,,,,,,,,
3310,AlManar TV,AlManar TV,Lebanon_majority,39.0,1.0,,,,
3311,B92.net,B92.net,Serbia_majority,3.0,1.0,,,,
3312,Takvim,Takvim,Turkey_majority,8.0,1.0,Takvim,Change_to_group_activity_majority,8.0,1.0
3313,Nordjylland For Frihed,Nordjylland For Frihed,Denmark_majority,5.0,1.0,Nordjylland For Frihed,Peaceful_protest_majority,4.0,0.8
3314,KALB NewsChannel 5,,,,,,,,
3315,Alto Adige,,,,,,,,
3316,Blic Online,Blic Online,Serbia_majority,4.0,1.0,,,,
3317,Hot 99.1FM,,,,,,,,
3318,JBay News,,,,,,,,
3319,Stop Detention for Safe Living,,,,,,,,
3320,SEIU PA State Council,SEIU PA State Council,United_States_majority,3.0,1.0,,,,
3321,WTVF,WTVF,United_States_majority,5.0,1.0,WTVF,Peaceful_protest_majority,5.0,1.0
3322,Brentwood Home Page,,,,,,,,
3323,Civil Georgia,Civil Georgia,Georgia_majority,9.0,1.0,,,,
3324,Amman Net,Amman Net,Jordan_majority,4.0,1.0,,,,
3325,KUOW94.9,KUOW94.9,United_States_majority,7.0,1.0,KUOW94.9,Peaceful_protest_majority,7.0,1.0
3326,UNEN,,,,,,,,
3327,CGTN,,,,,,,,
3328,Sada al Bahrain,,,,,,,,
3329,SET News,,,,,,,,
3330,El Periodico Extremadura,El Periodico Extremadura,Spain_majority,24.0,1.0,El Periodico Extremadura,Peaceful_protest_majority,24.0,1.0
3331,AMIC,AMIC,Russia_majority,4.0,1.0,,,,
3332,Glogow Naszemiasto,,,,,,,,
3333,Chattanooga Times Free Press,Chattanooga Times Free Press,United_States_majority,4.0,1.0,,,,
3334,WAMU88.5,WAMU88.5,United_States_majority,7.0,1.0,WAMU88.5,Peaceful_protest_majority,7.0,1.0
3335,KEYC News Now,,,,,,,,
3336,Huddersfield Examiner,,,,,,,,
3337,Rode Luer,Rode Luer,Norway_majority,5.0,1.0,Rode Luer,Peaceful_protest_majority,5.0,1.0
3338,KMTV3,,,,,,,,
3339,Y100,,,,,,,,
3340,HCAM-TV,,,,,,,,
3341,Save Immigrants Osaka,,,,,,,,
3342,Tradition and Order,Tradition and Order,Ukraine_majority,6.0,1.0,Tradition and Order,Peaceful_protest_majority,5.0,0.8333333333333334
3343,La Presse,,,,,,,,
3344,Salerno Today,Salerno Today,Italy_majority,4.0,1.0,,,,
3345,QNS,QNS,United_States_majority,9.0,1.0,QNS,Peaceful_protest_majority,9.0,1.0
3346,Naharnet,Naharnet,Lebanon_majority,6.0,1.0,,,,
3347,L'Amico Del Popolo,,,,,,,,
3348,Cronache Nuoresi,Cronache Nuoresi,Italy_majority,3.0,1.0,,,,
3349,SDP Noticias,SDP Noticias,Mexico_majority,6.0,1.0,SDP Noticias,Peaceful_protest_majority,6.0,1.0
3350,Teamsters,,,,,,,,
3351,LaborPress,LaborPress,United_States_majority,3.0,1.0,,,,
3352,Fort Bend Herald,,,,,,,,
3353,France Inter,France Inter,France_majority,13.0,1.0,France Inter,Peaceful_protest_majority,13.0,1.0
3354,Koshi Online,,,,,,,,
3355,VOCAL-NY,VOCAL-NY,United_States_majority,5.0,1.0,VOCAL-NY,Peaceful_protest_majority,4.0,0.8
3356,Lowell Sun,,,,,,,,
3357,Ilmeridio,Ilmeridio,Italy_majority,3.0,1.0,,,,
3358,Ridgewood Tenants Union,,,,,,,,
3359,LBC International,LBC International,Lebanon_majority,4.0,1.0,,,,
3360,Nezavisne Novine,Nezavisne Novine,Bosnia_and_Herzegovina_majority,3.0,1.0,,,,
3361,Vecernje Novosti,,,,,Vecernje Novosti,Peaceful_protest_majority,7.0,1.0
3362,Eater New York,,,,,,,,
3363,Livingston County News,,,,,,,,
3364,CT Insider,CT Insider,United_States_majority,3.0,1.0,,,,
3365,Yale Daily News,,,,,,,,
3366,WOOD TV8,WOOD TV8,United_States_majority,3.0,1.0,,,,
3367,CBS62,,,,,,,,
3368,New York Taxi Workers Alliance,,,,,,,,
3369,Emporda,Emporda,Spain_majority,12.0,1.0,Emporda,Peaceful_protest_majority,12.0,1.0
3370,Ravenna e Dintorni,,,,,,,,
3371,Rete8,,,,,,,,
3372,Bihar Times,Bihar Times,India_majority,6.0,1.0,Bihar Times,Peaceful_protest_majority,5.0,0.8333333333333334
3373,Ventura County Reporter,,,,,,,,
3374,National Police,National Police,Hungary_majority,3.0,1.0,,,,
3375,Metropol.hu,,,,,,,,
3376,Russian Union of Latvia,Russian Union of Latvia,Latvia_majority,4.0,1.0,,,,
3377,VG,,,,,,,,
3378,Avisa Oslo,,,,,,,,
3379,Dagsavisen,Dagsavisen,Norway_majority,4.0,1.0,,,,
3380,Bergensavisen,,,,,,,,
3381,SVT2,,,,,,,,
3382,E-Ostroleka,,,,,,,,
3383,JFK21,JFK21,Denmark_majority,19.0,1.0,JFK21,Peaceful_protest_majority,19.0,1.0
3384,Tvn24,,,,,Tvn24,Peaceful_protest_majority,7.0,0.7777777777777778
3385,The Scotsman,,,,,,,,
3386,Cape Cod Times,,,,,,,,
3387,360 Stepeni,,,,,,,,
3388,Silver City Daily Press and Independent,,,,,,,,
3389,Enterprise (Brockton),Enterprise (Brockton),United_States_majority,3.0,1.0,,,,
3390,Tzomet HaSharon,Tzomet HaSharon,Israel_majority,5.0,1.0,Tzomet HaSharon,Peaceful_protest_majority,4.0,0.8
3391,Black Flag Movement,,,,,,,,
3392,Peace Brigades International (Canada),,,,,,,,
3393,Nya Wermlands Tidningen,,,,,,,,
3394,Polizei Berlin,Polizei Berlin,Germany_majority,19.0,1.0,Polizei Berlin,Peaceful_protest_majority,14.0,0.7368421052631579
3395,Naiz,,,,,,,,
3396,News 6 (Orlando),News 6 (Orlando),United_States_majority,5.0,1.0,News 6 (Orlando),Peaceful_protest_majority,5.0,1.0
3397,Kherson Online,,,,,,,,
3398,Efecto Cocuyo,Efecto Cocuyo,Venezuela_majority,4.0,1.0,,,,
3399,SEIU Iowa,,,,,,,,
3400,Gazzetta Di Parma,Gazzetta Di Parma,Italy_majority,5.0,1.0,Gazzetta Di Parma,Peaceful_protest_majority,5.0,1.0
3401,TNTV,,,,,,,,
3402,Diario do Amapa,,,,,,,,
3403,Radio Sarajevo,Radio Sarajevo,Bosnia_and_Herzegovina_majority,4.0,1.0,,,,
3404,MLK50,MLK50,United_States_majority,3.0,1.0,,,,
3405,Human.uz,,,,,,,,
3406,Fundasaun Mahein,,,,,,,,
3407,Diario Do Minho,Diario Do Minho,Portugal_majority,3.0,1.0,,,,
3408,Open Caucasus Media,Open Caucasus Media,Georgia_majority,5.0,1.0,Open Caucasus Media,Peaceful_protest_majority,4.0,0.8
3409,Daily Californian,,,,,,,,
3410,Asia News International,,,,,,,,
3411,Russian World,,,,,,,,
3412,SocSol,,,,,,,,
3413,InDepthNH,,,,,,,,
3414,KSBW8,KSBW8,United_States_majority,6.0,1.0,KSBW8,Peaceful_protest_majority,6.0,1.0
3415,TV2 Lorry,TV2 Lorry,Denmark_majority,4.0,1.0,,,,
3416,Imedinews.ge,Imedinews.ge,Georgia_majority,22.0,1.0,Imedinews.ge,Peaceful_protest_majority,21.0,0.9545454545454546
3417,Metro Seoul,Metro Seoul,South_Korea_majority,11.0,1.0,Metro Seoul,Peaceful_protest_majority,11.0,1.0
3418,Khabar Break,,,,,,,,
3419,Termoli Online,,,,,,,,
3420,Il Corriere Della Citta,,,,,,,,
3421,Watan (Iraq),Watan (Iraq),Iraq_majority,4.0,1.0,,,,
3422,Sonin.mn,,,,,,,,
3423,Jordan Times,Jordan Times,Jordan_majority,4.0,1.0,,,,
3424,Palestine Information Center,,,,,,,,
3425,WDEL,WDEL,United_States_majority,4.0,1.0,,,,
3426,Whidbey News-Times,,,,,,,,
3427,Publico (Portugal),Publico (Portugal),Portugal_majority,3.0,1.0,,,,
3428,Tiger Newspaper,,,,,,,,
3429,AWC,AWC,Japan_majority,7.0,1.0,AWC,Peaceful_protest_majority,7.0,1.0
3430,Daily Express (Malaysia),Daily Express (Malaysia),Malaysia_majority,5.0,1.0,,,,
3431,KQED,,,,,,,,
3432,Stram Kurs,,,,,,,,
3433,Polizei Brandenburg,,,,,,,,
3434,GoLocal (Providence),,,,,,,,
3435,Sannnichi Shimbun,,,,,,,,
3436,Loop News St. Lucia,Loop News St. Lucia,Saint_Lucia_majority,6.0,1.0,,,,
3437,Cuneo Cronaca,,,,,,,,
3438,Union General de Trabajadores,,,,,,,,
3439,GBH,,,,,,,,
3440,Sentinel Colorado,Sentinel Colorado,United_States_majority,4.0,1.0,,,,
3441,Mi-Tomorrow,Mi-Tomorrow,Italy_majority,7.0,1.0,Mi-Tomorrow,Peaceful_protest_majority,7.0,1.0
3442,112 Groningen,112 Groningen,Netherlands_majority,6.0,1.0,112 Groningen,Peaceful_protest_majority,6.0,1.0
3443,Johns Hopkins News-Letter,,,,,,,,
3444,Fox10 (Phoenix),Fox10 (Phoenix),United_States_majority,12.0,1.0,Fox10 (Phoenix),Peaceful_protest_majority,12.0,1.0
3445,112 Vallei,,,,,,,,
3446,Public Eye,,,,,,,,
3447,Colorado Community Media,,,,,,,,
3448,NBC2,NBC2,United_States_majority,3.0,1.0,,,,
3449,Liberia Broadcasting System,,,,,,,,
3450,Chamal Post,,,,,,,,
3451,Jawa Pos,,,,,,,,
3452,Jubi,,,,,,,,
3453,Bondia,,,,,,,,
3454,NPR WHYY,NPR WHYY,United_States_majority,5.0,1.0,NPR WHYY,Peaceful_protest_majority,5.0,1.0
3455,25ABC,,,,,,,,
3456,Daily Free Press,,,,,,,,
3457,Patriotic Union of Kurdistan,,,,,,,,
3458,B1.ro,,,,,,,,
3459,La Croix,La Croix,France_majority,4.0,1.0,,,,
3460,Workers World,,,,,,,,
3461,48 Hills,48 Hills,United_States_majority,4.0,1.0,,,,
3462,SFBay,SFBay,United_States_majority,3.0,1.0,,,,
3463,Lemainelibre,,,,,,,,
3464,KMVT CBS 11 (Boise),,,,,,,,
3465,News Radio 1310 KLIX,,,,,,,,
3466,Michigan Daily,Michigan Daily,United_States_majority,8.0,1.0,Michigan Daily,Peaceful_protest_majority,8.0,1.0
3467,Jefferson Public Radio,,,,,,,,
3468,GV Wire,GV Wire,United_States_majority,3.0,1.0,,,,
3469,El Hiwar (Algeria),,,,,,,,
3470,Porterville Recorder,Porterville Recorder,United_States_majority,3.0,1.0,,,,
3471,Eagle-Tribune,Eagle-Tribune,United_States_majority,3.0,1.0,,,,
3472,Times Union (Albany),Times Union (Albany),United_States_majority,8.0,1.0,Times Union (Albany),Peaceful_protest_majority,6.0,0.75
3473,Megaphone News,Megaphone News,Lebanon_majority,21.0,1.0,,,,
3474,Post (Athens),,,,,,,,
3475,Al Quds City,,,,,,,,
3476,Effect.uz,Effect.uz,Uzbekistan_majority,3.0,1.0,,,,
3477,SEIU 1199 WV/KY/OH,,,,,,,,
3478,WAFF48,,,,,,,,
3479,Lodi News-Sentinel,Lodi News-Sentinel,United_States_majority,4.0,1.0,,,,
3480,Ecodiario,Ecodiario,Spain_majority,9.0,1.0,Ecodiario,Peaceful_protest_majority,8.0,0.8888888888888888
3481,Lusaka Times,,,,,,,,
3482,O Rio Branco,,,,,,,,
3483,Seattle Post-Intelligencer,Seattle Post-Intelligencer,United_States_majority,6.0,1.0,Seattle Post-Intelligencer,Peaceful_protest_majority,5.0,0.8333333333333334
3484,Heves Megyei Hirlap,,,,,,,,
3485,Iran Wire,,,,,,,,
3486,East Bay Times,East Bay Times,United_States_majority,7.0,1.0,East Bay Times,Peaceful_protest_majority,7.0,1.0
3487,U Centar,U Centar,Serbia_majority,3.0,1.0,,,,
3488,Clarin,Clarin,Argentina_majority,3.0,1.0,,,,
3489,Salem News,Salem News,United_States_majority,5.0,1.0,Salem News,Peaceful_protest_majority,5.0,1.0
3490,Expresul,,,,,,,,
3491,Publika TV,Publika TV,Moldova_majority,3.0,1.0,,,,
3492,SEIU,SEIU,United_States_majority,4.0,1.0,,,,
3493,Pobjeda,,,,,,,,
3494,TV Lux,TV Lux,Belgium_majority,11.0,1.0,TV Lux,Peaceful_protest_majority,11.0,1.0
3495,Outlook,,,,,,,,
3496,Chicago Teachers Union,,,,,,,,
3497,Il Sicilia,,,,,,,,
3498,Daily Inter Lake,,,,,,,,
3499,Chalkbeat Tennessee,,,,,,,,
3500,Dinamo Press,,,,,,,,
3501,La Opinion De Zamora,La Opinion De Zamora,Spain_majority,5.0,1.0,La Opinion De Zamora,Peaceful_protest_majority,5.0,1.0
3502,La Union (Argentina),La Union (Argentina),Argentina_majority,5.0,1.0,La Union (Argentina),Peaceful_protest_majority,5.0,1.0
3503,Walbrzych dla was,,,,,,,,
3504,SEIU 1199 NE,,,,,,,,
3505,WDTV,,,,,,,,
3506,Florida Rising,,,,,,,,
3507,Ithacan,,,,,,,,
3508,22 News (Springfield),22 News (Springfield),United_States_majority,5.0,1.0,22 News (Springfield),Peaceful_protest_majority,5.0,1.0
3509,Benito Link,Benito Link,United_States_majority,4.0,1.0,,,,
3510,La Spezia Oggi,,,,,,,,
3511,El Periodic,El Periodic,Spain_majority,10.0,1.0,El Periodic,Peaceful_protest_majority,10.0,1.0
3512,Mainer News,,,,,,,,
3513,Noozhawk,,,,,,,,
3514,Albuquerque Journal,Albuquerque Journal,United_States_majority,4.0,1.0,,,,
3515,WaldNet,,,,,,,,
3516,FinanseWP,,,,,,,,
3517,StillStandingForCulture,StillStandingForCulture,Belgium_majority,5.0,1.0,StillStandingForCulture,Peaceful_protest_majority,5.0,1.0
3518,TV Com,TV Com,Belgium_majority,8.0,1.0,TV Com,Peaceful_protest_majority,8.0,1.0
3519,Denverite,Denverite,United_States_majority,4.0,1.0,,,,
3520,WKRG5,WKRG5,United_States_majority,3.0,1.0,,,,
3521,Konin Naszemiasto,,,,,,,,
3522,Nasze Miasto Malopolskie,,,,,,,,
3523,Radomsko Naszemiasto,,,,,,,,
3524,Stalowa Wola Naszemiasto,,,,,,,,
3525,Winnipeg Sun,,,,,,,,
3526,Dziennik Wschodni,Dziennik Wschodni,Poland_majority,5.0,1.0,Dziennik Wschodni,Peaceful_protest_majority,5.0,1.0
3527,Karapatan,,,,,,,,
3528,Yougbodh,Yougbodh,Nepal_majority,6.0,1.0,Yougbodh,Peaceful_protest_majority,5.0,0.8333333333333334
3529,Nyasa Times (Malawi),Nyasa Times (Malawi),Malawi_majority,13.0,1.0,,,,
3530,Vratme Deti do Skoly,,,,,,,,
3531,Grosse Point Times,,,,,,,,
3532,UNITE HERE Local 30,,,,,,,,
3533,Gabo News,,,,,,,,
3534,Il Messaggero,Il Messaggero,Italy_majority,13.0,1.0,Il Messaggero,Peaceful_protest_majority,13.0,1.0
3535,Al Mawqif,,,,,,,,
3536,ProTV,,,,,,,,
3537,Conway Daily Sun,,,,,,,,
3538,Midi Madagasikara,Midi Madagasikara,Madagascar_majority,3.0,1.0,,,,
3539,Montclarion,,,,,,,,
3540,L'Arena,,,,,,,,
3541,Turks and Caicos Weekly News,,,,,,,,
3542,Maravi Express,,,,,,,,
3543,HomeCare FightFor15,,,,,,,,
3544,WLRN Radio,,,,,,,,
3545,Fox14 (El Paso),,,,,,,,
3546,News Sicilia,,,,,,,,
3547,News Mada,,,,,,,,
3548,El Regional de Piura,El Regional de Piura,Peru_majority,10.0,1.0,,,,
3549,La Libre,La Libre,Belgium_majority,3.0,1.0,,,,
3550,Arabi 21,,,,,,,,
3551,Wprost,,,,,,,,
3552,Tjen Folket,,,,,,,,
3553,Westfalische Rundschau,Westfalische Rundschau,Germany_majority,4.0,1.0,,,,
3554,Channel 11 (Savannah),,,,,,,,
3555,SFist,SFist,United_States_majority,3.0,1.0,,,,
3556,Dziennik Baltycki,Dziennik Baltycki,Poland_majority,5.0,1.0,Dziennik Baltycki,Peaceful_protest_majority,5.0,1.0
3557,Latina Today,Latina Today,Italy_majority,9.0,1.0,Latina Today,Peaceful_protest_majority,8.0,0.8888888888888888
3558,Teleuniverso,,,,,,,,
3559,Argus-Courier,Argus-Courier,United_States_majority,3.0,1.0,,,,
3560,Lebanon Support,Lebanon Support,Lebanon_majority,20.0,1.0,Lebanon Support,Peaceful_protest_majority,17.0,0.85
3561,Potenza News,,,,,,,,
3562,La Opinion De Malaga,,,,,,,,
3563,Libertad Digital,Libertad Digital,Spain_majority,3.0,1.0,,,,
3564,Tampa Bay Times,Tampa Bay Times,United_States_majority,6.0,1.0,,,,
3565,CBN,,,,,,,,
3566,Colorado Sun,Colorado Sun,United_States_majority,5.0,1.0,Colorado Sun,Peaceful_protest_majority,5.0,1.0
3567,Fox28 (Columbus),,,,,,,,
3568,Dirty South Rights Watch,,,,,,,,
3569,Folha do Estado da Bahia,Folha do Estado da Bahia,Brazil_majority,6.0,1.0,Folha do Estado da Bahia,Peaceful_protest_majority,6.0,1.0
3570,Daryo,Daryo,Uzbekistan_majority,3.0,1.0,,,,
3571,Force Ouvriere,,,,,,,,
3572,Ruvo Channel,,,,,,,,
3573,Efsyn.gr,Efsyn.gr,Greece_majority,7.0,1.0,Efsyn.gr,Peaceful_protest_majority,6.0,0.8571428571428571
3574,St. Louis American,St. Louis American,United_States_majority,7.0,1.0,,,,
3575,ZanteTimes.gr,,,,,,,,
3576,Tribune (San Luis Obispo),Tribune (San Luis Obispo),United_States_majority,5.0,1.0,Tribune (San Luis Obispo),Peaceful_protest_majority,5.0,1.0
3577,RTC,RTC,Belgium_majority,7.0,1.0,RTC,Peaceful_protest_majority,7.0,1.0
3578,El Khabar,,,,,,,,
3579,Vice News,Vice News,United_States_majority,3.0,1.0,,,,
3580,Journal News,Journal News,United_States_majority,7.0,1.0,Journal News,Peaceful_protest_majority,7.0,1.0
3581,20minutos,20minutos,Spain_majority,18.0,1.0,20minutos,Peaceful_protest_majority,15.0,0.8333333333333334
3582,Jnews.ge,,,,,,,,
3583,Logan Daily News,,,,,,,,
3584,Nukus Online,,,,,,,,
3585,Zivot PO,,,,,,,,
3586,College Heights Herald,,,,,,,,
3587,Clark County Today,Clark County Today,United_States_majority,6.0,1.0,Clark County Today,Peaceful_protest_majority,5.0,0.8333333333333334
3588,Djelfa Info,Djelfa Info,Algeria_majority,3.0,1.0,,,,
3589,Infostart,,,,,,,,
3590,Nasze Miasto Bielsko Biala,,,,,,,,
3591,WTK PL,,,,,,,,
3592,Publika,Publika,Georgia_majority,7.0,1.0,Publika,Peaceful_protest_majority,6.0,0.8571428571428571
3593,Dziennik Zachodni,Dziennik Zachodni,Poland_majority,7.0,1.0,Dziennik Zachodni,Peaceful_protest_majority,7.0,1.0
3594,St. Paul Pioneer Press,St. Paul Pioneer Press,United_States_majority,10.0,1.0,St. Paul Pioneer Press,Peaceful_protest_majority,7.0,0.7
3595,Now News,,,,,,,,
3596,PSL Florida,,,,,,,,
3597,West Side Rag,,,,,,,,
3598,Lebanese Army,,,,,,,,
3599,DOEW,,,,,,,,
3600,Newsclick,,,,,,,,
3601,Count Love,,,,,,,,
3602,UNITE HERE Local 8,,,,,,,,
3603,Ionia Sentinel-Standard,,,,,,,,
3604,Lansing State Journal,Lansing State Journal,United_States_majority,6.0,1.0,Lansing State Journal,Peaceful_protest_majority,6.0,1.0
3605,Saratogian,,,,,,,,
3606,Keweenaw Report,,,,,,,,
3607,Aspen Daily,,,,,,,,
3608,Mascherine Tricolori,,,,,,,,
3609,Lebanon24,,,,,,,,
3610,Daily Star (Lebanon),Daily Star (Lebanon),Lebanon_majority,11.0,1.0,,,,
3611,New Talk,,,,,,,,
3612,Ravenna Notizie,,,,,,,,
3613,York Dispatch,York Dispatch,United_States_majority,3.0,1.0,,,,
3614,Luonnonsuojeluliitto,,,,,,,,
3615,EKOenergy,,,,,,,,
3616,MNCTV Congo,MNCTV Congo,Democratic_Republic_of_Congo_majority,6.0,1.0,,,,
3617,Le Cronache Lucane,,,,,,,,
3618,Folkebevaegelsen For Frihed,,,,,,,,
3619,Colorado Newsline,,,,,,,,
3620,Meduza,Meduza,Russia_majority,14.0,1.0,,,,
3621,Reporters Sans Frontieres,,,,,,,,
3622,Lebanon Debate,,,,,,,,
3623,Estadao,Estadao,Brazil_majority,4.0,1.0,,,,
3624,Hong Kong Government News,Hong Kong Government News,China_majority,4.0,1.0,,,,
3625,Osceola News Gazette,,,,,,,,
3626,Charlotte Sun,Charlotte Sun,United_States_majority,3.0,1.0,,,,
3627,Cretalive News,,,,,,,,
3628,The National (UAE),,,,,,,,
3629,Confederation Generale du Travail,Confederation Generale du Travail,France_majority,3.0,1.0,,,,
3630,GeoTV,GeoTV,Pakistan_majority,4.0,1.0,,,,
3631,Al Nour,Al Nour,Lebanon_majority,10.0,1.0,,,,
3632,Bow Island Commentator,,,,,,,,
3633,Castor Advance,,,,,,,,
3634,Citta Della Spezia,,,,,,,,
3635,WIS News 10,WIS News 10,United_States_majority,7.0,1.0,WIS News 10,Peaceful_protest_majority,7.0,1.0
3636,Floyd County Chronicle,,,,,,,,
3637,Mercury (South Africa),Mercury (South Africa),South_Africa_majority,4.0,1.0,,,,
3638,Tg Padova,Tg Padova,Italy_majority,3.0,1.0,,,,
3639,Antenna Tre,,,,,,,,
